x,y,band_1
72.66023175600749,22.040165495872458,
72.72311382589587,22.040165495872458,
72.78599589578423,22.040165495872458,
72.8488779656726,22.040165495872458,
72.91176003556096,22.040165495872458,
72.97464210544932,22.040165495872458,
73.0375241753377,22.040165495872458,
73.10040624522605,22.040165495872458,
73.16328831511443,22.040165495872458,
73.22617038500279,22.040165495872458,
73.28905245489116,22.040165495872458,
73.35193452477952,22.040165495872458,
73.4148165946679,22.040165495872458,
73.47769866455626,22.040165495872458,
73.54058073444463,22.040165495872458,
73.60346280433299,22.040165495872458,
73.66634487422135,22.040165495872458,
73.72922694410973,22.040165495872458,
73.79210901399809,22.040165495872458,
73.85499108388646,22.040165495872458,
73.91787315377482,22.040165495872458,
73.9807552236632,22.040165495872458,
74.04363729355155,22.040165495872458,
74.10651936343993,22.040165495872458,
74.16940143332829,22.040165495872458,
74.23228350321665,22.040165495872458,
74.29516557310502,22.040165495872458,
74.35804764299338,22.040165495872458,0.03680930985279017
74.42092971288176,22.040165495872458,0.0380140983576908
74.48381178277012,22.040165495872458,
74.54669385265849,22.040165495872458,
74.60957592254685,22.040165495872458,
74.67245799243523,22.040165495872458,
74.73534006232359,22.040165495872458,
74.79822213221196,22.040165495872458,
74.86110420210032,22.040165495872458,
74.92398627198868,22.040165495872458,
74.98686834187706,22.040165495872458,
75.04975041176542,22.040165495872458,
75.11263248165379,22.040165495872458,
75.17551455154215,22.040165495872458,
75.23839662143052,22.040165495872458,
75.30127869131888,22.040165495872458,
75.36416076120726,22.040165495872458,
75.42704283109562,22.040165495872458,
75.489924900984,22.040165495872458,
75.55280697087235,22.040165495872458,
75.61568904076071,22.040165495872458,
75.67857111064909,22.040165495872458,
75.74145318053745,22.040165495872458,
75.80433525042582,22.040165495872458,
75.86721732031418,22.040165495872458,
75.93009939020256,22.040165495872458,
75.99298146009092,22.040165495872458,
76.05586352997929,22.040165495872458,
76.11874559986765,22.040165495872458,
76.18162766975601,22.040165495872458,
76.24450973964439,22.040165495872458,
76.30739180953275,22.040165495872458,
76.37027387942112,22.040165495872458,
76.43315594930948,22.040165495872458,
76.49603801919785,22.040165495872458,
76.55892008908621,22.040165495872458,
76.62180215897459,22.040165495872458,
76.68468422886295,22.040165495872458,
76.74756629875132,22.040165495872458,
76.81044836863968,22.040165495872458,
76.87333043852804,22.040165495872458,
76.93621250841642,22.040165495872458,
76.99909457830478,22.040165495872458,
77.06197664819315,22.040165495872458,
77.12485871808151,22.040165495872458,
77.18774078796989,22.040165495872458,
77.25062285785825,22.040165495872458,
77.31350492774662,22.040165495872458,
77.37638699763498,22.040165495872458,
77.43926906752336,22.040165495872458,
77.50215113741172,22.040165495872458,
77.56503320730008,22.040165495872458,
77.62791527718845,22.040165495872458,
77.69079734707681,22.040165495872458,
77.75367941696518,22.040165495872458,
77.81656148685354,22.040165495872458,
77.87944355674192,22.040165495872458,
77.94232562663028,22.040165495872458,
78.00520769651865,22.040165495872458,
78.06808976640701,22.040165495872458,
78.13097183629537,22.040165495872458,
78.19385390618375,22.040165495872458,
78.25673597607211,22.040165495872458,
78.31961804596048,22.040165495872458,
78.38250011584884,22.040165495872458,
78.44538218573722,22.040165495872458,
78.50826425562558,22.040165495872458,
78.57114632551395,22.040165495872458,
78.63402839540231,22.040165495872458,
78.69691046529069,22.040165495872458,
78.75979253517905,22.040165495872458,
78.8226746050674,22.040165495872458,
78.88555667495578,22.040165495872458,
78.94843874484414,22.040165495872458,
79.01132081473251,22.040165495872458,
79.07420288462087,22.040165495872458,
79.13708495450925,22.040165495872458,
79.19996702439761,22.040165495872458,
79.26284909428598,22.040165495872458,
79.32573116417434,22.040165495872458,
79.38861323406272,22.040165495872458,
79.45149530395108,22.040165495872458,
79.51437737383944,22.040165495872458,
79.57725944372781,22.040165495872458,
79.64014151361617,22.040165495872458,
79.70302358350455,22.040165495872458,
79.7659056533929,22.040165495872458,
79.82878772328128,22.040165495872458,
79.89166979316964,22.040165495872458,
79.95455186305801,22.040165495872458,
80.01743393294637,22.040165495872458,
80.08031600283473,22.040165495872458,
80.14319807272311,22.040165495872458,
80.20608014261147,22.040165495872458,
80.26896221249984,22.040165495872458,
80.3318442823882,22.040165495872458,
80.39472635227658,22.040165495872458,
80.45760842216494,22.040165495872458,
80.52049049205331,22.040165495872458,
80.58337256194167,22.040165495872458,
80.64625463183003,22.040165495872458,
80.7091367017184,22.040165495872458,
80.77201877160677,22.040165495872458,
80.83490084149514,22.040165495872458,
80.8977829113835,22.040165495872458,
72.66023175600749,21.97728342598409,
72.72311382589587,21.97728342598409,
72.78599589578423,21.97728342598409,
72.8488779656726,21.97728342598409,
72.91176003556096,21.97728342598409,
72.97464210544932,21.97728342598409,
73.0375241753377,21.97728342598409,
73.10040624522605,21.97728342598409,
73.16328831511443,21.97728342598409,
73.22617038500279,21.97728342598409,
73.28905245489116,21.97728342598409,
73.35193452477952,21.97728342598409,
73.4148165946679,21.97728342598409,
73.47769866455626,21.97728342598409,
73.54058073444463,21.97728342598409,
73.60346280433299,21.97728342598409,
73.66634487422135,21.97728342598409,
73.72922694410973,21.97728342598409,
73.79210901399809,21.97728342598409,
73.85499108388646,21.97728342598409,
73.91787315377482,21.97728342598409,
73.9807552236632,21.97728342598409,
74.04363729355155,21.97728342598409,
74.10651936343993,21.97728342598409,0.03706637110680212
74.16940143332829,21.97728342598409,0.03698411945146706
74.23228350321665,21.97728342598409,
74.29516557310502,21.97728342598409,0.037354317858143866
74.35804764299338,21.97728342598409,0.03733054751600216
74.42092971288176,21.97728342598409,0.037400107689827725
74.48381178277012,21.97728342598409,0.036960598283070786
74.54669385265849,21.97728342598409,
74.60957592254685,21.97728342598409,
74.67245799243523,21.97728342598409,
74.73534006232359,21.97728342598409,
74.79822213221196,21.97728342598409,
74.86110420210032,21.97728342598409,
74.92398627198868,21.97728342598409,
74.98686834187706,21.97728342598409,
75.04975041176542,21.97728342598409,
75.11263248165379,21.97728342598409,
75.17551455154215,21.97728342598409,
75.23839662143052,21.97728342598409,
75.30127869131888,21.97728342598409,
75.36416076120726,21.97728342598409,
75.42704283109562,21.97728342598409,
75.489924900984,21.97728342598409,
75.55280697087235,21.97728342598409,
75.61568904076071,21.97728342598409,
75.67857111064909,21.97728342598409,
75.74145318053745,21.97728342598409,
75.80433525042582,21.97728342598409,
75.86721732031418,21.97728342598409,
75.93009939020256,21.97728342598409,
75.99298146009092,21.97728342598409,
76.05586352997929,21.97728342598409,
76.11874559986765,21.97728342598409,
76.18162766975601,21.97728342598409,
76.24450973964439,21.97728342598409,
76.30739180953275,21.97728342598409,
76.37027387942112,21.97728342598409,
76.43315594930948,21.97728342598409,
76.49603801919785,21.97728342598409,
76.55892008908621,21.97728342598409,
76.62180215897459,21.97728342598409,
76.68468422886295,21.97728342598409,
76.74756629875132,21.97728342598409,
76.81044836863968,21.97728342598409,
76.87333043852804,21.97728342598409,
76.93621250841642,21.97728342598409,
76.99909457830478,21.97728342598409,
77.06197664819315,21.97728342598409,
77.12485871808151,21.97728342598409,
77.18774078796989,21.97728342598409,
77.25062285785825,21.97728342598409,
77.31350492774662,21.97728342598409,
77.37638699763498,21.97728342598409,
77.43926906752336,21.97728342598409,
77.50215113741172,21.97728342598409,
77.56503320730008,21.97728342598409,
77.62791527718845,21.97728342598409,
77.69079734707681,21.97728342598409,
77.75367941696518,21.97728342598409,
77.81656148685354,21.97728342598409,
77.87944355674192,21.97728342598409,
77.94232562663028,21.97728342598409,
78.00520769651865,21.97728342598409,
78.06808976640701,21.97728342598409,
78.13097183629537,21.97728342598409,
78.19385390618375,21.97728342598409,
78.25673597607211,21.97728342598409,
78.31961804596048,21.97728342598409,
78.38250011584884,21.97728342598409,
78.44538218573722,21.97728342598409,
78.50826425562558,21.97728342598409,
78.57114632551395,21.97728342598409,
78.63402839540231,21.97728342598409,
78.69691046529069,21.97728342598409,
78.75979253517905,21.97728342598409,
78.8226746050674,21.97728342598409,
78.88555667495578,21.97728342598409,
78.94843874484414,21.97728342598409,
79.01132081473251,21.97728342598409,
79.07420288462087,21.97728342598409,
79.13708495450925,21.97728342598409,
79.19996702439761,21.97728342598409,
79.26284909428598,21.97728342598409,
79.32573116417434,21.97728342598409,
79.38861323406272,21.97728342598409,
79.45149530395108,21.97728342598409,
79.51437737383944,21.97728342598409,
79.57725944372781,21.97728342598409,
79.64014151361617,21.97728342598409,
79.70302358350455,21.97728342598409,
79.7659056533929,21.97728342598409,
79.82878772328128,21.97728342598409,
79.89166979316964,21.97728342598409,
79.95455186305801,21.97728342598409,
80.01743393294637,21.97728342598409,
80.08031600283473,21.97728342598409,
80.14319807272311,21.97728342598409,
80.20608014261147,21.97728342598409,
80.26896221249984,21.97728342598409,
80.3318442823882,21.97728342598409,
80.39472635227658,21.97728342598409,
80.45760842216494,21.97728342598409,
80.52049049205331,21.97728342598409,
80.58337256194167,21.97728342598409,
80.64625463183003,21.97728342598409,
80.7091367017184,21.97728342598409,
80.77201877160677,21.97728342598409,
80.83490084149514,21.97728342598409,
80.8977829113835,21.97728342598409,
72.66023175600749,21.914401356095723,
72.72311382589587,21.914401356095723,
72.78599589578423,21.914401356095723,
72.8488779656726,21.914401356095723,
72.91176003556096,21.914401356095723,
72.97464210544932,21.914401356095723,
73.0375241753377,21.914401356095723,
73.10040624522605,21.914401356095723,
73.16328831511443,21.914401356095723,
73.22617038500279,21.914401356095723,
73.28905245489116,21.914401356095723,
73.35193452477952,21.914401356095723,
73.4148165946679,21.914401356095723,
